match_id,my_team,team1_gold,team2_gold,gold_diff,gold_leading_team,my_team_ahead_gold,team1_kills,team2_kills,kill_diff,kill_leading_team,my_team_ahead_kills,my_team_win,winner
LA1_1718357001,200,18755,16546,-2209,100,False,8,4,-4,100,True,False,100
LA1_1718334233,200,16437,18923,2486,200,False,5,10,5,200,False,True,200
LA1_1718428110,200,18669,16646,-2023,100,False,9,3,-6,100,True,True,200
LA1_1718865421,200,17111,17790,679,200,False,5,6,1,200,False,True,200
LA1_1718343656,100,16769,16016,753,100,False,4,1,3,100,True,True,100
LA1_1717532592,200,18880,18873,-7,100,False,10,10,0,0,False,False,100
LA1_1716384814,200,18632,17385,-1247,100,False,7,5,-2,100,True,False,100
LA1_1718434355,100,18549,19302,-753,200,False,8,9,-1,200,False,False,200
LA1_1717755197,200,19449,15389,-4060,100,False,13,3,-10,100,True,False,100
LA1_1718428433,100,19354,18306,1048,100,False,7,7,0,0,False,True,100
LA1_1718913332,100,18400,16600,1800,100,False,9,3,6,100,True,True,100
LA1_1718551320,200,18141,19462,1321,200,False,6,11,5,200,False,True,200
LA1_1717897420,200,16560,20539,3979,200,False,4,12,8,200,False,False,100
LA1_1717942515,100,19700,18189,1511,100,False,9,6,3,100,True,True,100
LA1_1717938002,200,17522,17891,369,200,False,4,4,0,0,False,False,100
LA1_1718150112,200,19242,15012,-4230,100,False,11,1,-10,100,True,True,200
LA1_1718179312,200,18296,18959,663,200,False,11,8,-3,100,True,False,100
LA1_1718429979,200,18282,19080,798,200,False,7,8,1,200,False,False,100
LA1_1717931335,200,18715,20662,1947,200,False,10,13,3,200,False,True,200
LA1_1717688752,200,17593,17118,-475,100,False,8,6,-2,100,True,False,100
LA1_1718436570,100,19148,18373,775,100,False,7,6,1,100,True,True,100
LA1_1718411842,100,21169,21036,133,100,False,13,16,-3,200,False,True,100
LA1_1718003045,200,16973,17904,931,200,False,6,6,0,0,False,True,200
LA1_1718238786,200,16292,18103,1811,200,False,4,5,1,200,False,True,200
